id,x,y,z,name,text,world_id,catalog
10072,784870.042969,455890.066406,-22785.628906,纽扣松果,,1.0,87.0
10073,783920.408203,456799.785156,-22585.560547,纽扣松果,,1.0,87.0
10074,782953.421875,456782.410156,-22462.162109,纽扣松果,,1.0,87.0
10075,783530.605469,458061.164062,-22336.71875,纽扣松果,,1.0,87.0
10076,784033.123047,457543.777344,-22535.90625,纽扣松果,,1.0,87.0
10077,783576.320312,460775.890625,-22003.400391,纽扣松果,,1.0,87.0
10078,782733.318359,461351.367188,-21753.357422,纽扣松果,,1.0,87.0
10079,782905.726562,462036.539062,-21738.367188,纽扣松果,,1.0,87.0
10080,783539.740234,462183.359375,-21942.521484,纽扣松果,,1.0,87.0
10081,783965.283203,463024.09375,-22016.537109,纽扣松果,,1.0,87.0
10082,783290.128906,463785.625,-21891.835938,纽扣松果,,1.0,87.0
10083,785697.386719,462603.898438,-22089.464844,纽扣松果,,1.0,87.0
10084,785368.818359,463466.101562,-22096.132812,纽扣松果,,1.0,87.0
10085,785822.234375,464173.5625,-22104.658203,纽扣松果,,1.0,87.0
10086,786064.5,464966.34375,-22041.638672,纽扣松果,,1.0,87.0
10087,787899.798828,459310.320312,-22254.115234,纽扣松果,,1.0,87.0
10088,788473.8125,458913.109375,-22231.15625,纽扣松果,,1.0,87.0
10089,788730.363281,459225.039062,-22191.365234,纽扣松果,,1.0,87.0
10090,788804.785156,459888.070312,-22114.669922,纽扣松果,,1.0,87.0
10091,787682.269531,463884.226562,-22015.238281,纽扣松果,,1.0,87.0
10092,787342.101562,467507.710938,-21737.714844,纽扣松果,,1.0,87.0
10093,786997.345703,468091.164062,-21479.539062,纽扣松果,,1.0,87.0
10094,774293.185547,448454.285156,-23262.705078,纽扣松果,,1.0,87.0
10095,773396.552734,447569.484375,-23463.669922,纽扣松果,,1.0,87.0
10096,773649.019531,446853.65625,-23631.789062,纽扣松果,,1.0,87.0
10097,774616.945312,447885.164062,-23417.884766,纽扣松果,,1.0,87.0
10098,774343.751953,447267.035156,-23569.386719,纽扣松果,,1.0,87.0
10099,783657.900391,456219.734375,-22674.648438,滋滋花粉,仅晴天夜晚可采集,1.0,97.0
10100,782149.234375,456205.484375,-22371.136719,滋滋花粉,仅晴天夜晚可采集,1.0,97.0
10101,780557.46289,456933.585937,-22141.025689,滋滋花粉,仅晴天夜晚可采集,1.0,97.0
10102,779584.5625,456944.882809,-21969.881981,滋滋花粉,仅晴天夜晚可采集,1.0,97.0
10103,778411.505713,457982.955802,-21678.437493,滋滋花粉,仅晴天夜晚可采集,1.0,97.0
10104,788242.496094,434145.332031,-24289.130859,小星扇贝,,1.0,98.0
10105,795400.273438,434336.339844,-24451.378906,小星扇贝,,1.0,98.0
10106,793533.925781,433870.964844,-24397.089844,小星扇贝,,1.0,98.0
10107,786650.822266,433464.992188,-24442.726296,小星扇贝,,1.0,98.0
10108,797275.820312,437864.992188,-24415.253906,小星扇贝,,1.0,98.0
10109,790129.292969,431064.945312,-24453.892578,小星扇贝,,1.0,98.0
10110,795082.753906,431222.671875,-24450.802734,小星扇贝,,1.0,98.0
10111,783662.541016,431402.492188,-24363.912109,小星扇贝,,1.0,98.0
10112,798134.128906,442123.320312,-24459.3125,小星扇贝,,1.0,98.0
10113,784087.427734,430322.804687,-24478.313459,小星扇贝,,1.0,98.0
10114,780009.667969,435676.007812,-24464.130859,小星扇贝,,1.0,98.0
10115,770844.337891,445771.378906,-23923.761719,小星扇贝,,1.0,98.0
10116,761687.282715,446958.214844,-23238.261719,小星扇贝,,1.0,98.0
10117,797561.0,433348.0,-24444.0,小星扇贝,,1.0,98.0
10118,787084.453125,441459.53125,-23469.859375,小绵菊,,1.0,96.0
10119,771826.548828,459204.125,-21148.335938,小绵菊,,1.0,96.0
10120,784615.556641,441263.242188,-23616.548828,小绵菊,,1.0,96.0
10121,790610.625,480368.390625,-20941.208984,小绵菊,,1.0,96.0
10122,766566.992188,461527.445312,-21027.322266,小绵菊,,1.0,96.0
10123,773792.601562,458036.078125,-21401.466797,小绵菊,,1.0,96.0
10124,763652.828125,462552.773438,-19971.978516,小绵菊,,1.0,96.0
10125,792538.703125,478018.210938,-21159.314453,小绵菊,,1.0,96.0
10126,780233.994141,452256.878906,-22218.203125,小绵菊,,1.0,96.0
10127,785125.46875,444146.511719,-23836.673828,小绵菊,,1.0,96.0
10128,789061.875,480870.1875,-20471.791016,小绵菊,,1.0,96.0
10129,791272.738281,478158.945312,-21123.673828,小绵菊,,1.0,96.0
10130,767212.204102,460573.953125,-21305.0625,小绵菊,,1.0,96.0
10131,793995.636719,445346.054688,-23693.927734,小绵菊,,1.0,96.0
10132,762058.120117,460346.296875,-19933.103516,小绵菊,,1.0,96.0
10133,789389.140625,444669.949219,-23464.982422,小绵菊,,1.0,96.0
10134,784273.380859,442450.210938,-23676.628906,小绵菊,,1.0,96.0
10135,787404.228516,443182.515625,-23574.914062,小绵菊,,1.0,96.0
10136,767647.109375,461252.570312,-21135.072266,小绵菊,,1.0,96.0
10137,787499.296875,451020.992188,-23399.896484,小绵菊,,1.0,96.0
10138,762424.297363,462187.65625,-19776.714844,小绵菊,,1.0,96.0
10139,789280.4375,479836.742188,-20613.607422,小绵菊,,1.0,96.0
10140,762479.033691,461171.320312,-19887.994463,小绵菊,,1.0,96.0
10141,780091.953125,451693.308594,-22239.554688,小绵菊,,1.0,96.0
10142,778104.814453,458728.609375,-21571.832031,小绵菊,,1.0,96.0
10143,761890.956543,458441.757812,-20154.099609,小绵菊,,1.0,96.0
10144,769476.019531,448780.644531,-22643.335938,小绵菊,,1.0,96.0
10145,754728.725586,450423.898438,-20241.871094,小绵菊,,1.0,96.0
10146,753910.543945,449974.886719,-20247.136719,小绵菊,,1.0,96.0
10147,750116.607422,451987.4375,-19973.382812,小绵菊,,1.0,96.0
10148,751075.757324,451253.917969,-19953.777344,小绵菊,,1.0,96.0
10149,750287.774414,450817.085938,-20051.962891,小绵菊,,1.0,96.0
10150,748147.311035,452465.242188,-19677.638672,小绵菊,,1.0,96.0
10151,747589.256836,453034.078125,-19482.541016,小绵菊,,1.0,96.0
10152,749111.254883,452482.601562,-19812.087891,小绵菊,,1.0,96.0
10153,747261.750977,454361.742188,-19005.355469,小绵菊,,1.0,96.0
10154,752650.702393,457265.121094,-19611.003906,小绵菊,,1.0,96.0
10155,753533.777588,457132.40625,-19669.802734,小绵菊,,1.0,96.0
10156,752858.154785,454822.175781,-19822.958984,小绵菊,,1.0,96.0
10157,793211.0,446466.0,-23653.414062,小绵菊,,1.0,96.0
10158,791972.0,438286.0,-23355.771484,小绵菊,,1.0,96.0
10159,791241.0,438061.0,-23341.427734,小绵菊,,1.0,96.0
10160,790138.0,437988.0,-23374.027344,小绵菊,,1.0,96.0
10161,789089.0,438211.0,-23557.462891,小绵菊,,1.0,96.0
10162,784838.0,446248.0,-23832.269531,小绵菊,,1.0,96.0
10163,783726.0,445039.0,-23859.011719,小绵菊,,1.0,96.0
10164,782895.0,447992.0,-23484.984375,小绵菊,,1.0,96.0
10165,770398.0,447860.0,-22956.556641,小绵菊,,1.0,96.0
10166,767479.0,448131.0,-23181.078125,小绵菊,,1.0,96.0
10167,768799.0,447733.0,-23251.533203,小绵菊,,1.0,96.0
10168,769862.0,449756.0,-22501.425781,小绵菊,,1.0,96.0
10169,785020.0,476855.0,-19584.191406,小绵菊,,1.0,96.0
10170,785868.0,477325.0,-19335.550781,小绵菊,,1.0,96.0
10171,786210.0,478106.0,-19053.925781,小绵菊,,1.0,96.0
10172,784420.0,475917.0,-20100.863281,小绵菊,,1.0,96.0
10173,785754.0,475689.0,-20492.234375,小绵菊,,1.0,96.0
10174,782937.0,441508.0,-23633.316406,小绵菊,,1.0,96.0
10175,787094.0,452094.0,-23238.806641,小绵菊,,1.0,96.0
10176,786114.0,451238.0,-23210.357422,小绵菊,,1.0,96.0
10177,773375.449219,458527.445312,-21252.755859,小绵菊,,1.0,96.0
10178,789574.0,441779.0,-23430.0,小绵菊,,1.0,96.0
10179,753897.0,458127.0,-19459.0,小绵菊,,1.0,96.0
10180,778707.0,450942.0,-22450.0,小绵菊,,1.0,96.0
10181,782916.0,446561.0,-23686.0,小绵菊,,1.0,96.0
10182,786875.0,453580.0,-23105.0,小绵菊,,1.0,96.0
10183,787725.0,454285.0,-23093.0,小绵菊,,1.0,96.0
10184,787236.0,454690.0,-23021.0,小绵菊,,1.0,96.0
10185,753994.086914,446191.164062,-21900.826172,小绵菊,,1.0,96.0
10186,755262.9646,446941.441406,-22090.287109,小绵菊,,1.0,96.0
10187,752242.701904,446747.128906,-21537.009766,小绵菊,,1.0,96.0
10188,774216.111328,459651.78125,-21252.876953,小绵菊,,1.0,96.0
10189,772799.445312,459270.101562,-21221.017578,小绵菊,,1.0,96.0
10190,777098.287109,460886.796875,-21051.439453,小绵菊,,1.0,96.0
10191,776678.298828,460739.234375,-21065.953125,小绵菊,,1.0,96.0
10192,768287.514648,459189.507812,-21473.191406,小绵菊,,1.0,96.0
10193,768838.097656,460515.789062,-21329.041016,小绵菊,,1.0,96.0
10194,767120.139648,459807.015625,-21425.396484,小绵菊,,1.0,96.0
10195,769891.992188,460981.859375,-21210.558594,小绵菊,,1.0,96.0
10196,769785.540039,462714.421875,-20877.912109,小绵菊,,1.0,96.0
10197,770665.773438,462945.304688,-20682.244141,小绵菊,,1.0,96.0
10198,771607.72168,464526.4375,-20462.779297,小绵菊,,1.0,96.0
10199,771928.036133,464796.632812,-20367.716797,小绵菊,,1.0,96.0
10200,772210.261719,464670.203125,-20393.287109,小绵菊,,1.0,96.0
10201,773611.873047,465037.679688,-20505.986328,小绵菊,,1.0,96.0
10202,777116.974609,463338.351562,-20884.597656,小绵菊,,1.0,96.0
10203,776481.179688,464209.6875,-20938.693359,小绵菊,,1.0,96.0
10204,776017.794922,464069.320312,-20940.212891,小绵菊,,1.0,96.0
10205,792398.082031,477360.101562,-21206.546875,小绵菊,,1.0,96.0
10206,792644.449219,476453.90625,-21217.005859,小绵菊,,1.0,96.0
10207,791319.785156,475678.414062,-21301.800781,小绵菊,,1.0,96.0
10208,789801.992188,471842.914062,-21464.601562,小绵菊,,1.0,96.0
10209,789094.109375,472848.875,-21436.560547,小绵菊,,1.0,96.0
10210,788487.302734,471970.296875,-21492.148438,小绵菊,,1.0,96.0
10211,785428.246094,466015.625,-21722.585938,小绵菊,,1.0,96.0
10212,785121.392578,464627.851562,-21781.654297,小绵菊,,1.0,96.0
10213,785912.126953,459879.75,-22253.853516,小绵菊,,1.0,96.0
10214,785119.857422,459764.257812,-22320.716797,小绵菊,,1.0,96.0
10215,785469.363281,458391.84375,-22508.716797,小绵菊,,1.0,96.0
10216,778451.517578,462188.242188,-21143.003906,瓜子珠,,1.0,89.0
10217,778451.517578,462310.242188,-21143.003906,瓜子珠,,1.0,89.0
10218,778383.746161,462082.07079,-21154.879775,瓜子珠,,1.0,89.0
10219,782019.682183,462727.512522,-21506.419146,瓜子珠,,1.0,89.0
10220,781950.475917,462872.280476,-21542.076096,瓜子珠,,1.0,89.0
10221,781940.830344,463028.602061,-21562.501909,瓜子珠,,1.0,89.0
10222,779183.039146,460880.351473,-21118.962891,瓜子珠,,1.0,89.0
10223,779179.304987,461016.531248,-21118.962891,瓜子珠,,1.0,89.0
10224,779176.705193,461151.645445,-21118.962891,瓜子珠,,1.0,89.0
10225,779824.968073,458163.602021,-21791.14591,瓜子珠,,1.0,89.0
10226,779963.684748,458164.457881,-21804.696119,瓜子珠,,1.0,89.0
10227,780111.267507,458173.306418,-21811.088011,瓜子珠,,1.0,89.0
10228,780886.527344,457806.4375,-22028.263975,瓜子珠,,1.0,89.0
10229,780886.527344,457928.4375,-22022.488147,瓜子珠,,1.0,89.0
10230,780886.527344,458057.4375,-22011.729017,瓜子珠,,1.0,89.0
10231,784169.131642,450502.746623,-23276.886784,瓜子珠,,1.0,89.0
10232,784161.251922,450603.654391,-23286.67917,瓜子珠,,1.0,89.0
10233,784170.613936,450744.566117,-23273.9757,瓜子珠,,1.0,89.0
10234,790136.882867,461833.801616,-22065.87128,瓜子珠,,1.0,89.0
10235,790140.144729,461951.712749,-22078.577642,瓜子珠,,1.0,89.0
10236,790145.665221,462074.021204,-22091.069433,瓜子珠,,1.0,89.0
10237,779897.67452,467382.211463,-21067.059942,瓜子珠,,1.0,89.0
10238,779751.212891,467464.843749,-21098.830618,瓜子珠,,1.0,89.0
10239,779751.212891,467593.84375,-21124.227933,瓜子珠,,1.0,89.0
10240,780234.398046,471393.072868,-20041.053898,瓜子珠,,1.0,89.0
10241,780170.215421,471485.924465,-20069.704071,瓜子珠,,1.0,89.0
10242,780205.547599,471585.705936,-20067.953661,瓜子珠,,1.0,89.0
10243,777588.896088,468440.657112,-19652.290913,瓜子珠,,1.0,89.0
10244,777575.253632,468572.512339,-19667.2412,瓜子珠,,1.0,89.0
10245,777588.786658,468708.736356,-19659.939422,瓜子珠,,1.0,89.0
10246,774482.166015,467064.975807,-19882.394863,瓜子珠,,1.0,89.0
10247,774482.166016,467176.666764,-19885.860951,瓜子珠,,1.0,89.0
10248,774482.166011,467282.908923,-19898.672466,瓜子珠,,1.0,89.0
10249,775377.906409,466189.229824,-20213.679194,瓜子珠,,1.0,89.0
10250,775378.542564,466289.43973,-20219.885782,瓜子珠,,1.0,89.0
10251,775376.784617,466424.315382,-20188.214844,瓜子珠,,1.0,89.0
10252,772740.505885,464868.131513,-20330.809204,瓜子珠,,1.0,89.0
10253,772740.505851,464979.689147,-20333.124684,瓜子珠,,1.0,89.0
10254,772740.505858,465087.499185,-20324.389388,瓜子珠,,1.0,89.0
10255,769097.645508,465896.953125,-19987.183594,瓜子珠,,1.0,89.0
10256,769097.645508,466018.953125,-19987.183594,瓜子珠,,1.0,89.0
10257,769097.645508,466147.953125,-19987.183594,瓜子珠,,1.0,89.0
10258,766436.333008,465327.203125,-20354.062778,瓜子珠,,1.0,89.0
10259,766436.333008,465449.203123,-20409.359131,瓜子珠,,1.0,89.0
10260,766436.333008,465215.795347,-20408.40961,瓜子珠,,1.0,89.0
10261,769907.567403,468014.634932,-18399.512404,瓜子珠,,1.0,89.0
10262,769907.567383,468137.719446,-18429.627963,瓜子珠,,1.0,89.0
10263,769907.567383,468256.979774,-18425.89712,瓜子珠,,1.0,89.0
10264,774983.889223,471574.483757,-18436.460938,瓜子珠,,1.0,89.0
10265,774983.663789,471696.284349,-18436.460938,瓜子珠,,1.0,89.0
10266,774983.653856,471827.678749,-18436.460938,瓜子珠,,1.0,89.0
10267,772363.056721,470372.829363,-18016.652897,瓜子珠,,1.0,89.0
10268,772325.033001,470457.388601,-18030.997122,瓜子珠,,1.0,89.0
10269,772325.647776,470567.987404,-18028.751207,瓜子珠,,1.0,89.0
10270,771642.348727,465075.367186,-20273.86576,瓜子珠,,1.0,89.0
10271,771644.969267,465197.367188,-20284.953021,瓜子珠,,1.0,89.0
10272,771645.44229,465326.367188,-20277.497989,瓜子珠,,1.0,89.0
10273,773010.363286,452980.66955,-22049.537362,瓜子珠,,1.0,89.0
10274,772950.047593,453049.688919,-22038.416095,瓜子珠,,1.0,89.0
10275,772894.15316,453149.40786,-22041.928508,瓜子珠,,1.0,89.0
10276,771957.784027,452298.732592,-22188.503906,瓜子珠,,1.0,89.0
10277,771983.332438,452419.107628,-22188.503906,瓜子珠,,1.0,89.0
10278,772008.990362,452555.827501,-22188.503906,瓜子珠,,1.0,89.0
10279,777157.837378,452032.146703,-22218.939453,瓜子珠,,1.0,89.0
10280,777120.916765,452152.175941,-22202.54648,瓜子珠,,1.0,89.0
10281,777099.615082,452284.58519,-22190.677152,瓜子珠,,1.0,89.0
10282,780006.576172,452266.332653,-22127.723985,瓜子珠,,1.0,89.0
10283,780006.576173,452383.234819,-22122.791622,瓜子珠,,1.0,89.0
10284,780006.57617,452508.276908,-22120.557104,瓜子珠,,1.0,89.0
10285,780722.294927,440807.781534,-23327.673758,瓜子珠,,1.0,89.0
10286,780722.294926,440907.081045,-23347.368125,瓜子珠,,1.0,89.0
10287,780722.29492,441031.307801,-23360.954742,瓜子珠,,1.0,89.0
10288,787083.414062,437817.101563,-23530.602515,瓜子珠,,1.0,89.0
10289,787083.414062,437939.101562,-23528.574572,瓜子珠,,1.0,89.0
10290,787083.414062,438068.101562,-23518.218986,瓜子珠,,1.0,89.0
10291,775968.777344,442066.398438,-24062.884766,瓜子珠,,1.0,89.0
10292,775968.777344,442172.328125,-24044.644531,瓜子珠,,1.0,89.0
10293,775968.777344,442301.328125,-24041.689453,瓜子珠,,1.0,89.0
10294,786240.269531,437206.160154,-23656.029016,瓜子珠,,1.0,89.0
10295,786240.269531,437328.160157,-23658.229199,瓜子珠,,1.0,89.0
10296,786240.269531,437457.160155,-23652.738262,瓜子珠,,1.0,89.0
10297,790195.516691,444815.320313,-23477.810811,瓜子珠,,1.0,89.0
10298,790198.270579,444937.320307,-23498.301294,瓜子珠,,1.0,89.0
10299,790186.866899,445066.320316,-23491.25171,瓜子珠,,1.0,89.0
10300,784470.451389,448388.495275,-23310.662631,瓜子珠,,1.0,89.0
10301,784496.001845,448493.302349,-23336.402741,瓜子珠,,1.0,89.0
10302,784464.38347,448600.760042,-23354.749987,瓜子珠,,1.0,89.0
10303,779085.22226,456656.673346,-21728.61321,瓜子珠,,1.0,89.0
10304,779077.005171,456765.819412,-21778.21034,瓜子珠,,1.0,89.0
10305,779061.734578,456903.72663,-21793.150856,瓜子珠,,1.0,89.0
10306,760037.18232,458527.822487,-19639.72451,瓜子珠,,1.0,89.0
10307,760048.887933,458621.625585,-19656.255685,瓜子珠,,1.0,89.0
10308,760039.991196,458731.375356,-19656.793812,瓜子珠,,1.0,89.0
10309,760327.956055,465001.732153,-19544.365843,瓜子珠,,1.0,89.0
10310,760327.956055,465107.34331,-19555.123677,瓜子珠,,1.0,89.0
10311,760327.956055,465224.448902,-19541.152234,瓜子珠,,1.0,89.0
10312,766364.357057,468360.915835,-19335.560162,瓜子珠,,1.0,89.0
10313,766361.172562,468472.444223,-19337.689795,瓜子珠,,1.0,89.0
10314,766353.670549,468590.974841,-19318.84765,瓜子珠,,1.0,89.0
10315,788904.0,457113.0,-22422.027344,瓜子珠,,1.0,89.0
10316,788904.0,457235.0,-22400.580078,瓜子珠,,1.0,89.0
10317,788904.0,457364.0,-22383.429688,瓜子珠,,1.0,89.0
10318,790225.769531,463929.328125,-22264.435547,瓜子珠,,1.0,89.0
10319,790343.179688,463919.335938,-22300.138672,瓜子珠,,1.0,89.0
10320,790466.742188,463907.3125,-22341.046875,瓜子珠,,1.0,89.0
10321,793705.0,446100.62003,-23656.626956,瓜子珠,,1.0,89.0
10322,793705.0,446208.959022,-23657.89844,瓜子珠,,1.0,89.0
10323,793705.0,446370.969304,-23663.349605,瓜子珠,,1.0,89.0
10324,750920.942276,448319.650135,-20938.792969,瓜子珠,,1.0,89.0
10325,750922.318753,448456.494113,-20910.885256,瓜子珠,,1.0,89.0
10326,750892.335882,448567.912359,-20877.104624,瓜子珠,,1.0,89.0
10327,782913.755859,436421.140625,-24224.53125,晴日蝶兰/雨滴蝶兰,晴日蝶兰仅晴天可采集；雨滴蝶兰仅雨天可采集,1.0,85.0
10328,769771.517498,446432.720156,-23672.574128,晴日蝶兰/雨滴蝶兰,晴日蝶兰仅晴天可采集；雨滴蝶兰仅雨天可采集,1.0,85.0
10329,795028.183594,439522.601562,-24198.177734,晴日蝶兰/雨滴蝶兰,晴日蝶兰仅晴天可采集；雨滴蝶兰仅雨天可采集,1.0,85.0
10330,798088.65625,445004.578125,-24310.994141,晴日蝶兰/雨滴蝶兰,晴日蝶兰仅晴天可采集；雨滴蝶兰仅雨天可采集,1.0,85.0
10331,749106.270996,449591.316406,-20453.951172,晴日蝶兰/雨滴蝶兰,晴日蝶兰仅晴天可采集；雨滴蝶兰仅雨天可采集,1.0,85.0
10332,790240.574219,433592.925781,-24313.675781,晴日蝶兰/雨滴蝶兰,晴日蝶兰仅晴天可采集；雨滴蝶兰仅雨天可采集,1.0,85.0
10333,782455.939453,435956.019531,-24401.859375,珠花贝壳,,1.0,84.0
10334,792115.828125,434256.914062,-24345.445312,珠花贝壳,,1.0,84.0
10335,796210.402344,438169.386719,-24370.927734,珠花贝壳,,1.0,84.0
10336,784359.092631,434193.445314,-24453.278218,珠花贝壳,,1.0,84.0
10337,782772.484375,435244.554688,-24443.449219,珠花贝壳,,1.0,84.0
10338,762872.337891,447033.609375,-23441.6875,珠花贝壳,,1.0,84.0
10339,781565.046875,436485.171875,-24387.064453,珠花贝壳,,1.0,84.0
10340,790815.046875,435176.835938,-24222.328125,珠花贝壳,,1.0,84.0
10341,796596.296875,440246.628906,-24301.884766,珠花贝壳,,1.0,84.0
10342,787249.941406,433091.679688,-24407.498047,珠花贝壳,,1.0,84.0
10343,794094.097656,437759.007812,-24204.724609,珠花贝壳,,1.0,84.0
10344,796502.953125,440580.101562,-24250.433594,珠花贝壳,,1.0,84.0
10345,764678.37207,447852.484375,-23522.195312,珠花贝壳,,1.0,84.0
10346,729913.550781,386535.872552,-21602.248663,世界巡游,捕虫小屋,1.0,109.0
10347,718550.0,359590.0,-19710.0,世界巡游,云粉花林,1.0,109.0
10348,753970.0,383270.0,-23180.0,世界巡游,天鹅羽亭,1.0,109.0
10349,742280.0,435460.0,-21870.0,世界巡游,微光水潭,1.0,109.0
10350,750720.0,468140.0,-18520.0,世界巡游,宴席白牛栖息地,1.0,109.0
10351,806010.0,484680.0,-16780.0,世界巡游,女王行宫遗迹,1.0,109.0
10352,809110.0,490300.0,-10160.0,世界巡游,女王行宫遗迹高塔,1.0,109.0
10353,706230.0,367380.0,-16680.0,世界巡游,艺术学院采风基地,1.0,109.0
10354,665616.296875,415296.214844,-22070.638672,服装商店,山德罗 - 一路好运,1.0,104.0
10355,659261.109375,383114.741211,-20224.232422,花香羊毛,,1.0,45.0
10356,659091.109375,382734.741211,-20224.232422,花香羊毛,,1.0,45.0
10357,658841.109375,382794.741211,-20224.232422,绣球羊毛,,1.0,46.0
10358,658901.109375,382954.741211,-20224.232422,花香羊毛,,1.0,45.0
10359,659021.109375,383134.741211,-20224.232422,花香羊毛,,1.0,45.0
10360,657330.96875,385876.012207,-20237.751953,花香羊毛,,1.0,45.0
